"PLANTID" "GARDENID" "YEAR" "SEASON" "LEAFNR" "PERCENTDAMAGE"
"462" "ALN_0785" "ALN" 2021 "S3" 20 0.58
"463" "RAS_1436" "RAS" 2021 "S2" 5 0.1
"464" "ALN_0903" "ALN" 2021 "S3" 33 0.7
"465" "ALN_0935" "ALN" 2021 "S3" 3 0.01
"466" "RAS_1476" "RAS" 2022 "S2" 4 0
"467" "ALN_0906" "ALN" 2021 "S3" 10 0.04
"468" "GON_0977" "GON" 2021 "S4" 4 0.01
"469" "RAS_1360" "RAS" 2021 "S2" 1 0.01
"470" "ALN_0726" "ALN" 2021 "S2" 7 0.03
"471" "KEV_0264" "KEV" 2022 "S2" 5 0
"472" "GON_1148" "GON" 2022 "S2" 6 0
"473" "RUI_0403" "RUI" 2021 "S3" 44 0.33
"474" "RUI_0422" "RUI" 2021 "S2" 16 0.03
"475" "RAS_1558" "RAS" 2021 "S2" 4 0.15
"476" "KEV_0234" "KEV" 2022 "S1" 9 0.0416666666666666
"477" "RUI_0411" "RUI" 2021 "S2" 26 0.01
"478" "RUI_0627" "RUI" 2021 "S2" 24 0.01
"479" "RAS_1350" "RAS" 2022 "S1" 3 0.03
"480" "KEV_0204" "KEV" 2022 "S1" 3 0
"481" "RUI_0389" "RUI" 2021 "S3" 44 0.17
"482" "ALN_0956" "ALN" 2022 "S1" 3 0
"483" "KEV_0038" "KEV" 2022 "S1" 4 0
"484" "ALN_0841" "ALN" 2021 "S3" 21 0.15
"485" "KEV_0195" "KEV" 2022 "S2" 9 0
"486" "RUI_0402" "RUI" 2021 "S1" 5 0.01
"487" "RAS_1549" "RAS" 2022 "S1" 10 0
"488" "RUI_0428" "RUI" 2021 "S2" 12 0.03
"489" "KEV_0017" "KEV" 2022 "S1" 1 0.0833333333333333
"490" "GON_1160" "GON" 2021 "S3" 8 0.0833
"491" "ALN_0955" "ALN" 2021 "S3" 5 0.05
"492" "GON_1109" "GON" 2022 "S2" 5 0
"493" "RAS_1549" "RAS" 2022 "S2" 7 0
"494" "ALN_0841" "ALN" 2021 "S3" 11 0.01
"495" "ALN_0781" "ALN" 2021 "S3" 11 0.2
"496" "RAS_1307" "RAS" 2022 "S1" 7 0
"497" "GON_1279" "GON" 2021 "S3" 14 0.0833
"498" "RAS_1516" "RAS" 2021 "S3" 2 0.04
"499" "ALN_0705" "ALN" 2021 "S1" 1 0.01
"500" "ALN_0771" "ALN" 2021 "S2" 3 0.05
"501" "RUI_0396" "RUI" 2021 "S2" 32 0.03
"502" "ALN_0901" "ALN" 2021 "S3" 27 0.2
"503" "RAS_1522" "RAS" 2022 "S1" 1 0
"504" "RUI_0510" "RUI" 2021 "S1" 4 0.03
"505" "ALN_0656" "ALN" 2022 "S2" 2 0
"506" "RAS_1567" "RAS" 2022 "S2" 8 0
"507" "RUI_0558" "RUI" 2021 "S2" 8 0.01
"508" "RUI_0518" "RUI" 2021 "S2" 10 0.05
"509" "GON_1151" "GON" 2022 "S1" 9 0
"510" "RUI_0368" "RUI" 2021 "S2" 10 0.03
"511" "KEV_0231" "KEV" 2021 "S2" 5 0.01
"512" "GON_1238" "GON" 2022 "S2" 7 0
"513" "KEV_0228" "KEV" 2022 "S1" 9 0.0416666666666666
"514" "GON_1166" "GON" 2021 "S4" 2 0.01
"515" "RUI_0621" "RUI" 2021 "S2" 23 0.08
"516" "RUI_0533" "RUI" 2021 "S3" 12 0.05
"517" "ALN_0920" "ALN" 2021 "S3" 21 0.18
"518" "ALN_0658" "ALN" 2021 "S2" 3 0.13
"519" "ALN_0885" "ALN" 2021 "S3" 1 0.01
"520" "RAS_1329" "RAS" 2022 "S2" 3 0
"521" "GON_1026" "GON" 2021 "S4" 1 0.01
"522" "RUI_0372" "RUI" 2021 "S2" 24 0.05
"523" "ALN_0727" "ALN" 2022 "S1" 4 0.9
"524" "RAS_1508" "RAS" 2022 "S1" 8 0
"525" "GON_1148" "GON" 2021 "S4" 9 0.3
"526" "ALN_0952" "ALN" 2022 "S1" 4 0
"527" "GON_1168" "GON" 2022 "S2" 6 0
"528" "ALN_0903" "ALN" 2022 "S1" 2 0
"529" "RUI_0608" "RUI" 2021 "S3" 2 0.25
"530" "RAS_1448" "RAS" 2021 "S2" 1 0.16
"531" "KEV_0031" "KEV" 2021 "S2" 4 0.01
"532" "RUI_0476" "RUI" 2021 "S2" 3 0.03
"533" "RUI_0554" "RUI" 2021 "S1" 11 0.03
"534" "ALN_0822" "ALN" 2022 "S1" 8 0
"535" "GON_1024" "GON" 2022 "S2" 10 0.01
"536" "GON_1009" "GON" 2021 "S3" 5 0.01
"537" "GON_1125" "GON" 2021 "S2" 10 0.01
"538" "RAS_1306" "RAS" 2021 "S2" 4 0.05
"539" "ALN_0763" "ALN" 2021 "S3" 10 0.15
"540" "RAS_1574" "RAS" 2022 "S2" 9 0.01
"541" "ALN_0875" "ALN" 2021 "S3" 9 0.1
"542" "KEV_0093" "KEV" 2022 "S1" 3 0
"543" "GON_1210" "GON" 2022 "S1" 1 0
"544" "ALN_0781" "ALN" 2021 "S3" 2 0.01
"545" "GON_1063" "GON" 2022 "S1" 7 0
"546" "RAS_1543" "RAS" 2022 "S1" 4 0
"547" "RUI_0616" "RUI" 2021 "S2" 19 0.05
"548" "RUI_0577" "RUI" 2021 "S2" 4 0.03
"549" "ALN_0689" "ALN" 2021 "S2" 10 0.03
"550" "ALN_0657" "ALN" 2021 "S2" 12 0.03
"551" "ALN_0826" "ALN" 2021 "S3" 34 0.3
"552" "ALN_0717" "ALN" 2021 "S3" 13 0.1
"553" "KEV_0078" "KEV" 2022 "S1" 4 0
"554" "GON_1242" "GON" 2022 "S2" 3 0
"555" "RUI_0329" "RUI" 2021 "S2" 22 0.01
"556" "KEV_0105" "KEV" 2022 "S2" 3 0
"557" "GON_1247" "GON" 2022 "S2" 2 0
"558" "ALN_0726" "ALN" 2022 "S2" 6 0
"559" "ALN_0684" "ALN" 2022 "S1" 6 0
"560" "ALN_0743" "ALN" 2021 "S3" 22 0.3
"561" "ALN_0740" "ALN" 2022 "S1" 9 0.4
"562" "GON_1217" "GON" 2022 "S2" 8 0
"563" "ALN_0742" "ALN" 2021 "S1" 1 0.01
"564" "ALN_0932" "ALN" 2021 "S3" 5 0.08
"565" "GON_1182" "GON" 2022 "S2" 6 0
"566" "GON_1077" "GON" 2021 "S1" 5 0.01
"567" "ALN_0896" "ALN" 2022 "S2" 8 0
"568" "RUI_0592" "RUI" 2021 "S2" 21 0.05
"569" "ALN_0655" "ALN" 2022 "S2" 4 0.06
"570" "RUI_0453" "RUI" 2021 "S2" 25 0.05
"571" "RUI_0625" "RUI" 2021 "S3" 6 0.01
"572" "RAS_1580" "RAS" 2021 "S3" 4 0.06
"573" "ALN_0831" "ALN" 2021 "S3" 9 0.16
"574" "RAS_1289" "RAS" 2021 "S3" 4 0.005
"575" "KEV_0109" "KEV" 2022 "S1" 4 0
"576" "RUI_0523" "RUI" 2021 "S3" 1 0.01
"577" "RUI_0325" "RUI" 2021 "S2" 12 0.2
"578" "ALN_0885" "ALN" 2021 "S3" 24 0.4
"579" "KEV_0222" "KEV" 2022 "S1" 4 0
"580" "RUI_0607" "RUI" 2021 "S2" 6 0.05
"581" "KEV_0230" "KEV" 2022 "S1" 5 0
"582" "KEV_0053" "KEV" 2021 "S2" 4 0.01
"583" "RAS_1481" "RAS" 2022 "S1" 1 0
"584" "ALN_0673" "ALN" 2022 "S2" 3 0.08
"585" "ALN_0730" "ALN" 2021 "S3" 16 0.1
"586" "ALN_0660" "ALN" 2021 "S3" 18 0.2
"587" "ALN_0835" "ALN" 2021 "S1" 1 0.01
"588" "ALN_0743" "ALN" 2021 "S2" 4 0.005
"589" "KEV_0020" "KEV" 2022 "S2" 1 0
"590" "RUI_0410" "RUI" 2021 "S2" 3 0.05
"591" "KEV_0240" "KEV" 2022 "S1" 2 0
"592" "GON_1127" "GON" 2021 "S4" 1 0.01
"593" "RAS_1469" "RAS" 2021 "S3" 3 0.005
"594" "RUI_0384" "RUI" 2021 "S2" 22 0.01
"595" "RUI_0424" "RUI" 2021 "S2" 6 0.1
"596" "KEV_0085" "KEV" 2021 "S1" 5 0.01
"597" "KEV_0195" "KEV" 2022 "S2" 10 0
"598" "RAS_1533" "RAS" 2022 "S1" 10 0
"599" "RUI_0459" "RUI" 2021 "S2" 6 0.01
"600" "RAS_1336" "RAS" 2022 "S1" 2 0
"601" "KEV_0064" "KEV" 2022 "S2" 9 0
"602" "ALN_0758" "ALN" 2022 "S1" 9 0.6
"603" "KEV_0014" "KEV" 2022 "S1" 4 0
"604" "ALN_0717" "ALN" 2021 "S3" 11 0.1
"605" "ALN_0674" "ALN" 2022 "S2" 1 0.55
"606" "GON_1139" "GON" 2021 "S4" 2 0.01
"607" "RUI_0639" "RUI" 2021 "S2" 27 0.01
"608" "ALN_0753" "ALN" 2021 "S3" 22 0.08
"609" "ALN_0957" "ALN" 2021 "S3" 20 0.3
"610" "RAS_1345" "RAS" 2022 "S2" 1 0.15
"611" "RAS_1325" "RAS" 2021 "S3" 12 0.01
"612" "GON_1109" "GON" 2022 "S1" 1 0
"613" "GON_1246" "GON" 2021 "S3" 4 0.01
"614" "KEV_0220" "KEV" 2022 "S2" 10 0
"615" "ALN_0925" "ALN" 2021 "S3" 41 0.7
"616" "RAS_1535" "RAS" 2022 "S1" 10 0
"617" "RUI_0365" "RUI" 2021 "S1" 5 0.01
"618" "RAS_1429" "RAS" 2022 "S1" 10 0
"619" "RUI_0606" "RUI" 2021 "S2" 29 0.05
"620" "RUI_0403" "RUI" 2021 "S3" 38 0.08
"621" "GON_1007" "GON" 2021 "S3" 6 0.01
"622" "GON_0982" "GON" 2022 "S2" 6 0
"623" "RAS_1563" "RAS" 2022 "S1" 4 0
"624" "RUI_0397" "RUI" 2021 "S3" 21 0.08
"625" "RUI_0368" "RUI" 2021 "S2" 13 0.01
"626" "RAS_1400" "RAS" 2022 "S1" 2 0
"627" "ALN_0758" "ALN" 2021 "S3" 3 0.01
"628" "GON_1225" "GON" 2021 "S3" 4 0.01
"629" "ALN_0823" "ALN" 2021 "S1" 4 0.08
"630" "GON_1083" "GON" 2022 "S1" 9 0
"631" "ALN_0754" "ALN" 2021 "S3" 10 0.08
"632" "RAS_1527" "RAS" 2021 "S3" 21 0.06
"633" "ALN_0870" "ALN" 2022 "S1" 4 0
"634" "GON_1216" "GON" 2021 "S2" 4 0.0417
"635" "ALN_0862" "ALN" 2021 "S3" 9 0.1
"636" "ALN_0841" "ALN" 2021 "S1" 3 0.02
"637" "RUI_0406" "RUI" 2021 "S2" 21 0.05
"638" "RUI_0559" "RUI" 2021 "S2" 10 0.05
"639" "GON_1108" "GON" 2022 "S1" 3 0
"640" "RAS_1407" "RAS" 2021 "S2" 1 0.01
"641" "ALN_0817" "ALN" 2021 "S2" 6 0.08
"642" "RUI_0539" "RUI" 2021 "S1" 1 0.01
"643" "RUI_0572" "RUI" 2021 "S2" 24 0.1
"644" "KEV_0140" "KEV" 2022 "S1" 2 0
"645" "RUI_0614" "RUI" 2021 "S2" 14 0.03
"646" "RUI_0519" "RUI" 2021 "S1" 1 0.01
"647" "RUI_0366" "RUI" 2021 "S2" 3 0.1
"648" "ALN_0674" "ALN" 2021 "S3" 5 0.01
"649" "KEV_0198" "KEV" 2021 "S1" 4 0.02
"650" "GON_0969" "GON" 2022 "S1" 2 0
"651" "RUI_0474" "RUI" 2021 "S2" 7 0.01
"652" "RUI_0584" "RUI" 2021 "S2" 25 0.05
"653" "RAS_1586" "RAS" 2021 "S2" 2 0.01
"654" "RUI_0333" "RUI" 2021 "S2" 29 0.01
"655" "RAS_1416" "RAS" 2021 "S3" 24 0.01
"656" "ALN_0889" "ALN" 2022 "S1" 10 0
"657" "GON_1070" "GON" 2021 "S1" 8 0.0417
"658" "ALN_0667" "ALN" 2022 "S1" 2 0.3
"659" "ALN_0879" "ALN" 2021 "S3" 17 0.1
"660" "RUI_0326" "RUI" 2021 "S2" 1 0.08
"661" "KEV_0251" "KEV" 2022 "S2" 5 0
"662" "RUI_0633" "RUI" 2021 "S2" 34 0.01
"663" "KEV_0072" "KEV" 2022 "S1" 10 0
"664" "KEV_0221" "KEV" 2022 "S1" 3 0
"665" "ALN_0725" "ALN" 2022 "S1" 9 0
"666" "RAS_1597" "RAS" 2022 "S2" 9 0
"667" "GON_1071" "GON" 2021 "S3" 1 0.01
"668" "KEV_0292" "KEV" 2022 "S1" 9 0
"669" "GON_1082" "GON" 2021 "S2" 6 0.0417
"670" "ALN_0913" "ALN" 2021 "S2" 14 0.5
"671" "RAS_1292" "RAS" 2021 "S3" 7 0.02
"672" "ALN_0903" "ALN" 2021 "S3" 21 0.4
"673" "RUI_0548" "RUI" 2021 "S2" 10 0.01
"674" "RUI_0584" "RUI" 2021 "S2" 33 0.05
"675" "ALN_0879" "ALN" 2021 "S3" 6 0.02
"676" "GON_1267" "GON" 2021 "S3" 3 0.01
"677" "ALN_0716" "ALN" 2022 "S1" 1 0.16
"678" "ALN_0767" "ALN" 2022 "S1" 1 0
"679" "RAS_1297" "RAS" 2021 "S3" 6 0.12
"680" "RAS_1483" "RAS" 2022 "S1" 3 0
"681" "ALN_0930" "ALN" 2022 "S1" 2 0
"682" "RUI_0411" "RUI" 2021 "S2" 9 0.03
"683" "ALN_0679" "ALN" 2021 "S3" 15 0.08
"684" "KEV_0263" "KEV" 2022 "S1" 8 0.01
"685" "RUI_0507" "RUI" 2021 "S2" 29 0.01
"686" "RAS_1388" "RAS" 2022 "S1" 2 0
"687" "GON_1068" "GON" 2021 "S4" 4 0.01
"688" "GON_1123" "GON" 2021 "S4" 4 0.01
"689" "KEV_0294" "KEV" 2022 "S1" 3 0
"690" "RAS_1372" "RAS" 2022 "S1" 1 0.05
"691" "RAS_1404" "RAS" 2021 "S3" 6 0.01
"692" "RAS_1554" "RAS" 2022 "S2" 1 0
"693" "ALN_0690" "ALN" 2021 "S1" 1 0.01
"694" "RUI_0330" "RUI" 2021 "S1" 8 0.01
"695" "RAS_1312" "RAS" 2022 "S2" 2 0
"696" "ALN_0684" "ALN" 2021 "S3" 21 0.3
"697" "RUI_0639" "RUI" 2021 "S2" 21 0.05
"698" "RAS_1403" "RAS" 2021 "S3" 6 0.01
"699" "ALN_0909" "ALN" 2021 "S3" 11 0.15
"700" "ALN_0736" "ALN" 2021 "S2" 6 0.05
"701" "ALN_0670" "ALN" 2021 "S2" 11 0.01
"702" "ALN_0887" "ALN" 2022 "S1" 9 0.9
"703" "GON_1221" "GON" 2021 "S4" 6 0.02
"704" "ALN_0649" "ALN" 2021 "S3" 13 0.15
"705" "RUI_0373" "RUI" 2021 "S1" 4 0.01
"706" "ALN_0809" "ALN" 2022 "S2" 4 0
"707" "RUI_0527" "RUI" 2021 "S3" 18 0.025
"708" "ALN_0716" "ALN" 2022 "S1" 10 0
"709" "GON_1007" "GON" 2021 "S3" 2 0.01
"710" "RAS_1393" "RAS" 2021 "S2" 1 0.01
"711" "RAS_1483" "RAS" 2021 "S2" 2 0.15
"712" "ALN_0759" "ALN" 2021 "S3" 19 0.04
"713" "RUI_0338" "RUI" 2021 "S3" 21 0.05
"714" "RAS_1495" "RAS" 2021 "S3" 1 0.38
"715" "RUI_0348" "RUI" 2021 "S3" 11 0.025
"716" "GON_1125" "GON" 2022 "S2" 8 0.01
"717" "RAS_1340" "RAS" 2022 "S2" 3 0
"718" "ALN_0731" "ALN" 2021 "S2" 8 0.08
"719" "RUI_0426" "RUI" 2021 "S1" 11 0.01
"720" "GON_1233" "GON" 2021 "S3" 3 0.01
"721" "KEV_0289" "KEV" 2022 "S1" 6 0
"722" "GON_1022" "GON" 2022 "S2" 2 0
"723" "RUI_0342" "RUI" 2021 "S2" 23 0.05
"724" "KEV_0190" "KEV" 2021 "S1" 5 0.02
"725" "ALN_0732" "ALN" 2022 "S1" 6 0
"726" "KEV_0182" "KEV" 2022 "S1" 3 0
"727" "RAS_1429" "RAS" 2021 "S3" 4 0.04
"728" "ALN_0686" "ALN" 2021 "S3" 30 0.25
"729" "ALN_0715" "ALN" 2021 "S2" 1 0.03
"730" "RUI_0403" "RUI" 2021 "S3" 2 0.01
"731" "KEV_0138" "KEV" 2022 "S2" 4 0
"732" "RUI_0503" "RUI" 2021 "S2" 15 0.01
"733" "ALN_0799" "ALN" 2022 "S1" 1 0
"734" "RUI_0607" "RUI" 2021 "S3" 13 0.05
"735" "GON_1248" "GON" 2022 "S1" 3 0
"736" "RAS_1407" "RAS" 2022 "S1" 4 0
"737" "ALN_0647" "ALN" 2021 "S3" 26 0.9
"738" "RAS_1396" "RAS" 2022 "S2" 3 0
"739" "RAS_1572" "RAS" 2021 "S3" 2 0.2
"740" "KEV_0098" "KEV" 2021 "S1" 1 0.01
"741" "RUI_0427" "RUI" 2021 "S3" 32 0.05
"742" "RUI_0344" "RUI" 2021 "S1" 6 0.001
"743" "ALN_0917" "ALN" 2021 "S2" 8 0.01
"744" "ALN_0736" "ALN" 2021 "S2" 1 0.1
"745" "RAS_1367" "RAS" 2022 "S1" 2 0
"746" "ALN_0849" "ALN" 2021 "S2" 5 0.1
"747" "RAS_1493" "RAS" 2022 "S1" 4 0
"748" "RUI_0333" "RUI" 2021 "S2" 25 0.1
"749" "GON_1184" "GON" 2022 "S2" 10 0.01
"750" "RUI_0407" "RUI" 2021 "S1" 12 0.03
"751" "RAS_1302" "RAS" 2022 "S1" 9 0
"752" "RUI_0630" "RUI" 2021 "S2" 18 0.01
"753" "RUI_0570" "RUI" 2021 "S2" 16 0.03
"754" "GON_1058" "GON" 2022 "S1" 2 0
"755" "GON_1089" "GON" 2021 "S2" 26 0.5
"756" "ALN_0877" "ALN" 2021 "S3" 13 0.08
"757" "ALN_0665" "ALN" 2022 "S1" 3 0.98
"758" "ALN_0889" "ALN" 2022 "S1" 3 0
"759" "RAS_1540" "RAS" 2022 "S1" 8 0
"760" "RAS_1429" "RAS" 2022 "S1" 9 0
"761" "RAS_1311" "RAS" 2022 "S2" 2 0
"762" "ALN_0818" "ALN" 2022 "S1" 4 0
"763" "ALN_0671" "ALN" 2021 "S3" 7 0.08
"764" "GON_1008" "GON" 2021 "S3" 3 0.01
"765" "RAS_1287" "RAS" 2021 "S2" 1 0.08
"766" "RUI_0625" "RUI" 2021 "S3" 12 0.01
"767" "GON_0964" "GON" 2021 "S3" 15 0.0417
"768" "GON_1030" "GON" 2021 "S4" 6 0.01
"769" "GON_1093" "GON" 2021 "S2" 4 0.01
"770" "RAS_1587" "RAS" 2022 "S1" 2 0
"771" "ALN_0653" "ALN" 2021 "S1" 2 0.02
"772" "RAS_1586" "RAS" 2021 "S2" 6 0.01
"773" "RAS_1484" "RAS" 2022 "S1" 8 0
"774" "RUI_0549" "RUI" 2021 "S1" 9 0.01
"775" "ALN_0802" "ALN" 2021 "S1" 2 0.04
"776" "RUI_0533" "RUI" 2021 "S3" 3 0.01
"777" "RAS_1282" "RAS" 2021 "S2" 1 0.01
"778" "GON_1159" "GON" 2021 "S4" 1 0.01
"779" "RUI_0451" "RUI" 2021 "S2" 4 0.05
"780" "ALN_0799" "ALN" 2021 "S3" 4 0.06
"781" "ALN_0679" "ALN" 2021 "S3" 13 0.08
"782" "RUI_0544" "RUI" 2021 "S2" 31 0.03
"783" "RAS_1319" "RAS" 2022 "S1" 8 0
"784" "ALN_0814" "ALN" 2021 "S1" 4 0.08
"785" "RAS_1588" "RAS" 2022 "S1" 6 0
"786" "RUI_0340" "RUI" 2021 "S3" 6 0.17
"787" "ALN_0659" "ALN" 2021 "S1" 1 0.01
"788" "RUI_0437" "RUI" 2021 "S2" 19 0.03
"789" "RUI_0622" "RUI" 2021 "S2" 27 0.15
"790" "RAS_1527" "RAS" 2021 "S3" 23 0.01
"791" "ALN_0911" "ALN" 2022 "S1" 6 0
"792" "ALN_0768" "ALN" 2021 "S3" 16 0.08
"793" "RAS_1504" "RAS" 2022 "S2" 7 0
"794" "GON_1053" "GON" 2022 "S2" 10 0.01
"795" "RUI_0550" "RUI" 2021 "S2" 14 0.05
"796" "GON_1093" "GON" 2022 "S2" 5 0
"797" "RUI_0569" "RUI" 2021 "S2" 23 0.01
"798" "RAS_1336" "RAS" 2022 "S1" 5 0
"799" "RAS_1338" "RAS" 2021 "S3" 4 0.01
"800" "ALN_0954" "ALN" 2022 "S1" 3 0.9
"801" "ALN_0836" "ALN" 2021 "S2" 4 0.03
"802" "GON_1077" "GON" 2021 "S3" 2 0.5
"803" "RUI_0578" "RUI" 2021 "S2" 11 0.08
"804" "RAS_1408" "RAS" 2022 "S1" 8 0
"805" "ALN_0673" "ALN" 2022 "S2" 1 0.3
"806" "RUI_0389" "RUI" 2021 "S2" 2 0.05
"807" "ALN_0844" "ALN" 2021 "S1" 2 0.01
"808" "RUI_0576" "RUI" 2021 "S2" 6 0.03
"809" "GON_1127" "GON" 2021 "S3" 3 0.0417
"810" "ALN_0654" "ALN" 2022 "S2" 3 0.04
"811" "RUI_0633" "RUI" 2021 "S2" 5 0.05
"812" "RUI_0519" "RUI" 2021 "S2" 26 0.08
"813" "RUI_0321" "RUI" 2021 "S1" 3 0.02
"814" "ALN_0942" "ALN" 2022 "S1" 4 0
"815" "ALN_0781" "ALN" 2021 "S3" 13 0.3
"816" "GON_1017" "GON" 2022 "S1" 6 0
"817" "RUI_0386" "RUI" 2021 "S1" 1 0.01
"818" "RUI_0640" "RUI" 2021 "S2" 3 0.03
"819" "RAS_1411" "RAS" 2021 "S2" 1 0.2
"820" "ALN_0857" "ALN" 2021 "S3" 16 0.1
"821" "ALN_0665" "ALN" 2022 "S1" 10 0.4
"822" "ALN_0859" "ALN" 2022 "S1" 5 0
"823" "RUI_0335" "RUI" 2021 "S2" 27 0.1
"824" "ALN_0812" "ALN" 2022 "S1" 10 0
"825" "GON_1171" "GON" 2022 "S2" 2 0
"826" "GON_1009" "GON" 2022 "S2" 5 0
"827" "RAS_1379" "RAS" 2021 "S2" 2 0.01
"828" "ALN_0899" "ALN" 2021 "S3" 1 0.005
"829" "GON_1188" "GON" 2022 "S1" 2 0
"830" "ALN_0801" "ALN" 2022 "S2" 5 0.01
"831" "ALN_0647" "ALN" 2022 "S1" 1 0.5
"832" "RUI_0405" "RUI" 2021 "S2" 21 0.05
"833" "ALN_0642" "ALN" 2022 "S1" 7 0
"834" "RAS_1393" "RAS" 2021 "S3" 1 0.2
"835" "ALN_0692" "ALN" 2021 "S3" 17 0.08
"836" "GON_1187" "GON" 2022 "S2" 2 0
"837" "ALN_0714" "ALN" 2021 "S3" 12 0.08
"838" "RUI_0327" "RUI" 2021 "S2" 13 0.03
"839" "RAS_1390" "RAS" 2022 "S1" 3 0
"840" "GON_1266" "GON" 2021 "S2" 9 0.01
"841" "GON_1009" "GON" 2022 "S2" 6 0
"842" "GON_1023" "GON" 2021 "S3" 5 0.01
"843" "ALN_0894" "ALN" 2021 "S3" 4 0.01
"844" "GON_0988" "GON" 2022 "S2" 3 0
"845" "RAS_1351" "RAS" 2022 "S1" 1 0
"846" "RUI_0435" "RUI" 2021 "S2" 8 0.03
"847" "ALN_0880" "ALN" 2022 "S1" 4 0.1
"848" "GON_1095" "GON" 2021 "S4" 1 0.01
"849" "RAS_1329" "RAS" 2022 "S2" 2 0
"850" "GON_1221" "GON" 2022 "S2" 8 0.04
"851" "KEV_0195" "KEV" 2022 "S2" 6 0
"852" "ALN_0926" "ALN" 2021 "S2" 6 0.1
"853" "RUI_0554" "RUI" 2021 "S1" 14 0.02
"854" "RAS_1529" "RAS" 2021 "S3" 10 0.04
"855" "RUI_0501" "RUI" 2021 "S3" 7 0.01
"856" "GON_0991" "GON" 2022 "S2" 8 0
"857" "ALN_0647" "ALN" 2021 "S2" 19 0.05
"858" "RUI_0533" "RUI" 2021 "S2" 5 0.03
"859" "ALN_0772" "ALN" 2022 "S2" 4 0
"860" "RUI_0452" "RUI" 2021 "S2" 18 0.05
"861" "ALN_0642" "ALN" 2021 "S3" 29 0.3
"862" "ALN_0681" "ALN" 2021 "S3" 7 0.2
"863" "RUI_0363" "RUI" 2021 "S2" 3 0.01
"864" "GON_1236" "GON" 2022 "S1" 1 0
"865" "ALN_0930" "ALN" 2022 "S1" 7 0
"866" "RAS_1340" "RAS" 2021 "S2" 3 0.01
"867" "GON_1133" "GON" 2022 "S1" 7 0
"868" "RAS_1450" "RAS" 2021 "S3" 1 0.01
"869" "RUI_0418" "RUI" 2021 "S1" 11 0.04
"870" "ALN_0728" "ALN" 2022 "S1" 8 0
"871" "RUI_0524" "RUI" 2021 "S2" 11 0.02
"872" "ALN_0918" "ALN" 2021 "S3" 23 0.3
"873" "RUI_0328" "RUI" 2021 "S2" 16 0.03
"874" "GON_1049" "GON" 2022 "S2" 7 0
"875" "RAS_1344" "RAS" 2021 "S3" 3 0.15
"876" "GON_1164" "GON" 2021 "S4" 8 0.01
"877" "GON_1144" "GON" 2022 "S2" 10 0
"878" "RAS_1484" "RAS" 2021 "S3" 3 0.06
"879" "ALN_0765" "ALN" 2021 "S2" 2 0.09
"880" "RAS_1588" "RAS" 2021 "S1" 1 0.01
"881" "RAS_1401" "RAS" 2022 "S1" 5 0
"882" "ALN_0761" "ALN" 2021 "S3" 30 0.1
"883" "ALN_0920" "ALN" 2022 "S1" 3 0.2
"884" "KEV_0008" "KEV" 2022 "S1" 3 0
"885" "ALN_0926" "ALN" 2021 "S2" 11 0.01
"886" "GON_1079" "GON" 2021 "S2" 5 0.0833
"887" "GON_1099" "GON" 2021 "S3" 4 0.01
"888" "KEV_0076" "KEV" 2022 "S1" 6 0
"889" "KEV_0005" "KEV" 2022 "S1" 6 0
"890" "ALN_0944" "ALN" 2021 "S3" 17 0.3
"891" "KEV_0299" "KEV" 2022 "S2" 10 0
"892" "ALN_0850" "ALN" 2021 "S2" 8 0.01
"893" "ALN_0723" "ALN" 2021 "S3" 24 0.3
"894" "GON_1110" "GON" 2022 "S2" 1 0
"895" "RAS_1313" "RAS" 2021 "S2" 3 0.4
"896" "RUI_0528" "RUI" 2021 "S2" 15 0.03
"897" "KEV_0294" "KEV" 2022 "S1" 7 0
"898" "ALN_0854" "ALN" 2022 "S2" 6 0
"899" "GON_1021" "GON" 2022 "S1" 10 0.01
"900" "ALN_0682" "ALN" 2022 "S2" 2 0.03
"901" "KEV_0201" "KEV" 2022 "S2" 3 0
"902" "GON_1228" "GON" 2022 "S2" 8 0
"903" "ALN_0811" "ALN" 2021 "S2" 8 0.005
"904" "GON_1130" "GON" 2022 "S2" 7 0
"905" "RAS_1522" "RAS" 2022 "S1" 4 0
"906" "RAS_1576" "RAS" 2021 "S3" 3 0.18
"907" "KEV_0241" "KEV" 2022 "S1" 7 0
"908" "ALN_0809" "ALN" 2021 "S3" 5 0.03
"909" "RAS_1582" "RAS" 2022 "S1" 7 0
"910" "RUI_0526" "RUI" 2021 "S2" 2 0.01
"911" "RUI_0547" "RUI" 2021 "S1" 1 0.01
"912" "RUI_0447" "RUI" 2021 "S2" 9 0.01
"913" "KEV_0195" "KEV" 2022 "S1" 5 0
"914" "RUI_0439" "RUI" 2021 "S1" 1 0.01
"915" "ALN_0714" "ALN" 2022 "S2" 6 0
"916" "ALN_0959" "ALN" 2022 "S2" 3 0
"917" "RAS_1546" "RAS" 2022 "S1" 5 0
"918" "ALN_0686" "ALN" 2021 "S3" 14 0.15
"919" "RUI_0614" "RUI" 2021 "S2" 18 0.05
"920" "ALN_0925" "ALN" 2021 "S3" 9 0.1
"921" "GON_1244" "GON" 2022 "S1" 9 0
"922" "GON_1082" "GON" 2021 "S4" 4 0.01
"923" "GON_1066" "GON" 2021 "S2" 4 0.01
"924" "RAS_1545" "RAS" 2022 "S1" 1 0.01
